article,summary
"काठमाडौं। प्रधानमन्त्री केपी शर्मा ओलीले भूमि बैंकलाई लिएर बिचौलिया भन्दै सोधिएको प्रश्न प्रति कटाक्ष गरेका छन्। आइतबार प्रतिनिधि सभाको बैठकमा सांसदहरुले नीति तथा कार्यक्रममाथि उठाएका प्रश्नको जवाफ दिने क्रममा प्रधानमन्त्री ओलीले घरमा यसो ठाकठुक परे पनि तँ बिचौलिया! भनेर भन्ने गरिएको भन्दै कटाक्ष गरेका हुन्। प्रधानमन्त्री ओलीले भूमि बैंकलाई बिचौलियासँग जोडेर सोधिएको प्रश्नलाई लिएर उक्त जवाफ फर्काएका हुन्। ‘शब्दको अर्थ अलिकति सस्तो भयो कि भन्ने लाग्छ,’ ओलीले भने, ‘जोत्न नसकेर जग्गा छोडेर विदेश गए। अनि त्यहाँ बिचौलियाले दु:ख दिए भन्ने प्रश्न कता आयो?’ त्यस्ता बाँझो जग्गा भूमि बैंकमा राख्दा अरुलाई त्यसमा काम गर्न दिइने हुँदा उत्पादन र उत्पादकत्व बढ्ने प्रधानमन्त्री ओलीले स्पष्ट पारे। विदेशमा बस्नेले पनि त्यस्ता जग्गाबापतको प्रतिफलको हिस्सा पाउने उनले बताए। ‘अनि यो बिचौलिया भयो?,’ उनले प्रश्न गरे।",प्रधानमन्त्री ओलीले भूमि बैंकलाई बिचौलियासँग जोडेर प्रश्न गर्ने सांसदहरुलाई कटाक्ष गरेका छन्। उनले बाँझो जग्गा भूमि बैंकमा राख्दा उत्पादन बढ्ने र विदेशमा बस्नेले पनि प्रतिफल पाउने बताए। भूमि बैंकको उद्देश्य जग्गाको उत्पादकत्व बढाउनु रहेको उनले स्पष्ट पारे।
"काठमाडौं। भारतले नेपाल सरकारलाई १५ वटा विद्युतीय सवारीसाधन (इभी) हस्तान्तरण गरेका छन्। उक्त गाडीहरू नेपाल सरकारको अनुरोधमा आगामी ‘सगरमाथा संवाद’का लागि दिइएको नेपालस्थित भारतीय दूतावासले जनाएको छ। राजदूतका अनुसार भारत र नेपालबीचको मैत्रीपूर्ण सम्बन्धलाई थप मजबुत पार्ने उद्देश्यले इभी हस्तान्तरण गरिएको हो। भारतले १५ वटा टाटा कर्भ इभी नेपाललाई उपलब्ध गराएको हो। आज नेपालका लागि भारतीय राजदूत नवीन श्रीवास्तवले गाडीहरू परराष्ट्र मन्त्री डा. आरजु राणा देउवालाई हस्तान्तरण गरेका हुन्। सगरमाथा संवाद सन् २०२५ मे १६ देखि १८ सम्म काठमाडौंमा आयोजना हुँदैछ। यस संवादको मुख्य विषयवस्तु ‘जलवायु परिवर्तन, हिमाल र मानवजातिको भविष्य’ छ। भारत सरकारको तर्फबाट प्रदान गरिएका यी इभीहरू सगरमाथा संवादका लागि आउने विशिष्ट अतिथि तथा अधिकारीहरूको आवतजावत सहज बनाउन उपयोगी हुने विश्वास व्यक्त गरिएको छ। गाडी हस्तान्तरण गर्दै राजदूत श्रीवास्तवले संवाद सफलतापूर्वक सम्पन्न गर्न यी गाडीहरू निकै सहयोगी हुने बताए। उनले २०२२ को संघीय र प्रादेशिक निर्वाचनको समयमा भारतले नेपालका सुरक्षा निकाय र निर्वाचन आयोगलाई उपलब्ध गराएको सहयोगको पनि स्मरण गरे। राजदूत श्रीवास्तवले नेपाल सरकार र नेपाली जनतालाई आगामी सगरमाथा संवादका लागि शुभकामना दिए। साथै, भारत नेपालसँग सहकार्य गर्दै आपसी प्रगति र विकासमा प्रतिबद्ध रहेको उनले दोहोर्‍याए। सो क्रममा परराष्ट्र मन्त्री राणाले भारतले दिएको सहयोगप्रति आभार प्रकट गरिन्। उनले सगरमाथा संवादलाई सफल बनाउन भारतले देखाएको सद्भावपूर्ण पहलको प्रशंसा गरिन्।","भारतले नेपाल सरकारलाई १५ वटा विद्युतीय सवारीसाधन हस्तान्तरण गरेको छ, जुन आगामी सगरमाथा संवादका लागि दिइएको हो। राजदूत नवीन श्रीवास्तवले परराष्ट्र मन्त्री आरजु राणा देउवालाई गाडी हस्तान्तरण गरे। सगरमाथा संवादमा आउने विशिष्ट पाहुनाहरूको लागि यी सवारीसाधन उपयोगी हुने विश्वास गरिएको छ।"
"काठमाडौं। ब्रिटिस काउन्सिलले ‘कनेक्सन थ्रु कल्चर (सीटीसी) अनुदान २०२५’ को घोषणा गरेको छ। नेपाली कलाकार, संस्कृतिकर्मी र सिर्जनात्मक संस्थाहरूलाई बेलायतका समकक्षीहरूसँग सहकार्यका लागि सहयोग गर्न यो अनुदान कार्यक्रम ल्याइएको ब्रिटिस काउन्सिलले जनाएको छ। सीटीसी अनुदानले सीमा पारका सिर्जनात्मक समुदायहरूलाई जोड्ने परियोजनाहरूका लागि १० हजार पाउन्ड स्टर्लिङ (करिब १८ लाख २० हजार नेपाली रुपैयाँ) सम्मको अनुदान प्रदान गर्नेछ। संयुक्त कला कार्यशाला कार्यक्रम, संयुक्त सिर्जनाहरूको प्रदर्शनी, मञ्चन, अनुसन्धान र डिजिटल कथा वाचन जस्ता परियोजनाहरूलाई यो कार्यक्रमले सहयोग गर्नेछ। यसले आपसी समझदारी बढाउने, नयाँ संवाद सुरु गर्ने र दिगो अन्तर्राष्ट्रिय साझेदारी निर्माण गर्ने उद्देश्य राखेको छ। ब्रिटिस काउन्सिल नेपालका निर्देशक रुस्तम मोदीले यो कार्यक्रमले दुवै देशका कलाकर्मी र कलासम्बन्धी संस्थाहरूलाई साझा भविष्यको कल्पना गर्न सशक्त बनाउने बताए। उनले भने, ‘साझा सिर्जनात्मकता र आपसी सम्मानमार्फत अन्तरदेशीय सार्थक साझेदारी विस्तार भएको हामी देख्दै छौँ र यसको प्रभाव दीर्घकालीन हुनेछ।’ सन् २०२५ संस्करण बेलायत र एशिया-प्रशान्त क्षेत्र तथा युरोपका १९ साझेदार राष्ट्रहरूका लागि खुला गरिएको यो कार्यक्रममा नेपाल पनि समावेश छ। यस वर्ष करिब ९० परियोजनाहरूलाई अनुदान दिने लक्ष्य ब्रिटिस काउन्सिलको छ। यसपटक जलवायु परिवर्तन, विविधता र समावेशीकरण तथा कला क्षेत्रमा समानता जस्ता विषयवस्तुमा आधारित कामहरूमा विशेष प्राथमिकता दिइने बताइएको छ। ब्रिटिस काउन्सिल दक्षिण एसियाकी क्षेत्रीय कला निर्देशक जिल रिचेन्सले सीटीसी अनुदान भन्दा पनि सृजनशीलता, सहकार्य र परिवर्तनको उत्प्रेरक भएको बताइन्। ‘हामी त्यस्ता परियोजनाहरूलाई सहयोग गर्न पाउँदा गर्व गर्छौँ, जसले कलात्मक नवप्रवर्तन मात्र होइन, संस्कृतिहरू र समुदायहरूबीच सेतु निर्माण गर्छन्,’ उनले भनिन्। अनुदानका लागि आवेदन २८ अप्रिल २०२५ बाट खुलिसकेको छ। आवेदन दिने अन्तिम म्याद २३ जुन २०२५ बेलायती समयअनुसार अपराह्न ३ बजेसम्म छ। परियोजनाहरू अक्टोबर २०२५ बाट सुरु हुनेछन्। अनुदान रकम ५ हजार पाउन्ड स्टर्लिङ वा १० हजार पाउन्ड स्टर्लिङसम्म छ। नेपालका दृश्यकला (भिजुअल आर्ट), साहित्य, चलचित्र, संगीत, मञ्चन गरिने कला (पर्फर्मिङ आर्ट), डिजिटल मिडिया, सम्पदा, फेसन, वास्तुकला लगायत विभिन्न विधामा काम गरिरहेका कलाकारहरू र संस्थाहरूलाई आवेदन दिन ब्रिटिस काउन्सिलले प्रोत्साहन गरेको छ। परियोजनाहरू प्रत्यक्ष, डिजिटल वा मिश्रित (हाइब्रिड) ढाँचामा हुन सक्ने बताइएको छ।","ब्रिटिस काउन्सिलले नेपाली कलाकार र संस्थाहरूलाई बेलायती समकक्षीसँग सहकार्य गर्न 'कनेक्सन थ्रु कल्चर अनुदान २०२५' घोषणा गरेको छ। यसले सिर्जनात्मक परियोजनाहरूका लागि १८ लाख २० हजार रुपैयाँसम्मको अनुदान दिनेछ, जसले कलात्मक नवप्रवर्तन र सांस्कृतिक सम्बन्ध बढाउने उद्देश्य राखेको छ। जलवायु परिवर्तन, विविधता र समानता जस्ता विषयलाई प्राथमिकता दिइने यो कार्यक्रमको लागि आवेदन खुलिसकेको छ।"
काठमाडौं । इच्छाकामना गाउँपालिका-५ तुइनखोलामा ट्रक पल्टिँदा अवरुद्ध नारायणगढ–मुग्लिन सडक एकतर्फी खुलेको छ। वीरगंजबाट काठमाडौं आउँदै गरेको मधेश प्रदेश०३–००१ख ९८१७ नम्बरको कोइला बोकेको ट्रक आज बिहान सो स्थानमा पल्टिएको थियो। जिल्ला प्रहरी कार्यालयका प्रवक्ता एवं प्रहरी नायब उपरीक्षक रवीन्द्र खनालका अनुसार अहिले ट्रक अन्यत्र सारेर सडक एकतर्फी खुला गरेको र दुर्घटनामा मानवीय क्षति नभएको उनले बताए। दुर्घटनास्थल मुग्लिनबाट दुई किलोमिटर दक्षिणमा पर्छ। रासस,नारायणगढ–मुग्लिन सडक खण्डको तुइनखोलामा कोइला बोकेको ट्रक पल्टिँदा सडक अवरुद्ध भएको थियो। प्रहरीको सक्रियतामा ट्रकलाई हटाएर एकतर्फी सडक खुला गरिएको छ। दुर्घटनामा कुनै मानवीय क्षति भने भएन।
"काठमाडौं। राज्य व्यवस्था तथा सुशासन समितिको बैठकले ‘संघीय निजामती सेवाको गठन, संचालन र सेवाका सर्त सम्बन्धमा व्यवस्था गर्न बनेको विधेयक,२०८०’ लाई पारित गर्न सकेन। आज बसेको बैठकमा सत्तारुढ दल नेपाली कांग्रेस र नेकपा एमालेका सांसदहरूकै मत विधेयकका दफाहरूमा बाझिएपछि समिति कुनै निर्णयमा पुग्न नसकेको हो। समितिमा एमाले १ र कांग्रेस र माओवादी २ वर्षको कुलिङ पिरियडको पक्षमा छन्। समितिमा दलहरूको कित्ता फरक भएपछि सरकारले भने छलफलका लागि थप म्याद मागेको छ। गृहमन्त्री रमेश लेखकले ५/६ दिनको समय लिएर यसलाई विषयहरू टुंग्याउन आग्रह गरेका थिए। ‘यतिमा हामी सहमतिमा पुग्न सक्छौं। यसमा द्वविधा मान्नु पर्दैन यो टुंगिन्छ,’ उनको राय थियो। कुलिङ पिरियड र अवकाशबारे सरकारले हप्ता दिनको समय माग गरेपछि आजको समितिको बैठकबाट निजामती सेवा विधेयकको प्रतिवेदन पारित भने हुन सकेन। समितिमा दफा ६८ मा भएको विधेयकको प्रस्ताव जस्ताको त्यस्तै रहने बारे छलफल भएको छ। भ्रष्टाचार ठहर भएकाले पेन्सन जस्ता कुनै पनि सुविधा नपाउने, दोहोरो सुविधा पनि नपाउने, अवकस पाएका कर्मचारीले कुनै पदमा नियुक्ति भएको अवस्थामा तलव वा पेन्सन मध्य एक लिनु पर्ने र दुवै सुविधा लिएको अवस्थामा बाँकी सरह असुल गरिने व्यवस्था गरिएको छ। कमर्चारी ट्रेड युनियन अहिलेको अवस्थामा नै रहने व्यवस्था विधेयकमा छ। यसमा सांसद बुद्धिमान तामाङले फरक मत राखेका छन्। उनले सुब्बा भन्दा तलका कर्मचारीले एउटा मात्रै आधिकारिक ट्रेड युनियन राख्न हुने भए पनि अहिलेको जस्तो दलीय युनियन राख्न नहुने मत राखेका हुन्। छलफलका क्रममा ह्दयराम थानीले समायोजन मार्फत स्थानीय तहमा गएकाले जीवन त्यहीं जाने भयो भन्ने गुनासो गरेको सुनाए। ‘२ वर्ष वर्ष कुलिङ पिरियड अनिवार्य राखौँ। दबाबमा एक वर्ष राख्नु हुँदैन। कुनै पनि हालतमा २ वर्ष राख्नु पर्छ,’ उनले भने। यस्तै, चन्दा कार्की भण्डारीले विधेयकमा राखिने विषय भित्र भित्रैबाट सलाह गरेर आउने गरेकोमा असन्तुष्टी पोखिन्। ‘समितिमा भएका सदस्यको कुनै इज्जत नै छैन। हामीले उप समितिमा लखेको नोट अफ डिसेन्ट लेखेको कुनै अर्थ नहुने भए के काम? अन्तर प्रदेश सरुवा र नासुका आँशुको कुरा छ,’ उनले भनिन्। सांसद वासुदेव घिमिरेले भने कानुन निर्माण प्रक्रिया लामो र झन्झटिलो भएको बताए। ‘त्यसबाट हामी पीडित छौ। अन्तर प्रदेश सरुवाको कुरा व्यापक रूपमा उठेको छ,’ उनले भने। कांग्रेस सांदस दिलेन्द्र बडुले सरकारलाई कुलिङ पिरियड र ६० वर्षमा अवकास कसरी लागू गर्न भन्नेमा लोक सेवा सँग क्षलफल गर्न समय चाहिएको भए एक वा दुई दिन समय दिउँ भन्ने प्रस्ताव राखे। ‘त्यो भन्दा बढी भए सरकारले नै विधेयक अघि बढाउन नचाहेको भन्ने हुन्छ,’ उनको टिप्पणी थियो। सांसद पदम गिरीले स्थानीय तहका कमर्चारीले सम्बन्धित ठाउँमै रहने भए जागिर खाने की छाड्ने भन्ने दुविधामा रहेको बताएको भन्दै पाँच वर्षमा सरुवा हुने र कुलिङ परियड १ वर्ष नै राख्न प्रस्ताव गरेका छन्। हितराज पाण्डेले भने उप समितिमा सहमति भएर आएका विषय किन बदलिएर आएको भन्दै प्रश्न गरेका थिए। जनमोर्चाका चित्रबहादुर केसीले विधेयकबारेको छलफलमा भने, ‘कर्मचारीले पढाउन नपाउने भनेर कर्मचारीले मलाई पनि भेटे। अफिस टाइममा बाहेक पढाउन जान पाउन पर्यो भनेर भनी रहेका छन्।’ बुद्धिमान तामाङले ट्रेड युनियन राख्न हुँदैन भनेर लगभग सहमति भएको भन्दै फेरि के आधारमा त्यही व्यवस्था आएको भन्दै प्रश्न गरे। ‘फेरि के आधारले राख्न थालियो? हामीले न विज्ञ न लोकसेवाको कुरा सुन्यौं। हाम्रो ब्युरोक्रेसी यति बलियो रहेछ कि हामीले भनेको केही नहुने उनीहरूले भनेको सबै हुने भयो। अख्तियार विधेयक के कारणले रोकियो? यो झुण्डाएर राख्नु हुँदैन,’ उनले भने। यस्तै, सासद ईश्वरी न्यौपानेले धेरै विषयहरु टुंगिसकेको अवस्थामा फेरि समिति लाचार छाया मात्र हुने अवस्था आएको बताइन्। ‘अवकाश अवधि र कुलिङ पिरियडमा गएर हामी अड्कियौं,’ उनले भनिन्।","राज्य व्यवस्था तथा सुशासन समितिले संघीय निजामती सेवा विधेयक पारित गर्न सकेन, किनकि कांग्रेस र एमालेका सांसदहरूबीच विधेयकका दफाहरूमा मतभेद भयो। सरकारले छलफलका लागि थप समय मागेको छ, विशेष गरी कुलिङ पिरियड र अवकाशका विषयमा सहमति खोज्न। विधेयकमा भ्रष्टाचार ठहर भएका कर्मचारीले पेन्सन सुविधा नपाउने, दोहोरो सुविधा लिन नपाउने र कर्मचारी ट्रेड युनियनलाई निरन्तरता दिने लगायतका प्रावधान छन्, जसमा केही सांसदहरूले असन्तुष्टि जनाएका छन्।"
काठमाडौं। साताको पहिलो दिन सुनको मूल्य घटेको छ। गत शुक्रबारका तुलनामा ३ सय रुपैयाँ घटेर आइतबारका लागि कारोबार मूल्य प्रति तोला १ लाख ९० हजार ५ सय रुपैयाँ निर्धारण भएको नेपाल सुनचाँदी व्यवसायी महासंघले जनाएको छ। शुक्रबार सुन तोलामा १ हजार ४०० रुपैयाँले घटेर प्रति तोला १ लाख ९० हजार ८ सय रुपैयाँमा कारोबार भएको थियो। चाँदीको मूल्य भने आइतबार बढेको छ। १० रुपैयाँ बढेर प्रति तोला १ हजार ९ सय ७० रुपैयाँ भएको छ। शुक्रबार चाँदी प्रति तोला १ हजार ९ सय ६० रुपैयाँ थियो। अन्तर्राष्ट्रिय बजारमा आइतबार सुन प्रति औंस ३३२६.१५ डलरले कारोबार भइरहेको छ। चाँदी प्रतिऔंस ३२.७३ डलर छ।,"नेपाल सुनचाँदी व्यवसायी महासंघका अनुसार आइतबार सुनको मूल्य तोलामा ३ सय रुपैयाँले घटेर १ लाख ९० हजार ५ सय रुपैयाँ पुगेको छ, जबकि चाँदीको मूल्य १० रुपैयाँले बढेर १ हजार ९ सय ७० रुपैयाँ पुगेको छ। अन्तर्राष्ट्रिय बजारमा सुन प्रति औंस ३३२६.१५ डलर र चाँदी प्रतिऔंस ३२.७३ डलरमा कारोबार भइरहेको छ।"
"काठमाडौं । आज संघीय संसदको दुवै सदनकझ बैठक बस्दैछ। प्रतिनिधिसभाको आजको बैठकमा प्रधानमन्त्री केपी शर्मा ओलीले सरकारको वार्षिक नीति तथा कार्यक्रममाथिको छलफलका क्रममा उठेका प्रश्नको जवाफ दिने कार्यतालिका छ। प्रतिनिधिसभाको बैठक आज बिहान ११ बजे बस्दैछ। बैठकले सरकारको नीति तथा कार्यक्रम पारित गर्ने तालिका छ‍। राष्ट्रपति रामचन्द्र पौडेलले वैशाख १९ गते संघीय संसद्को दुवै सदनको संयुक्त बैठकमा आर्थिक वर्ष २०८२/८३ को नेपाल सरकारको वार्षिक नीति तथा कार्यक्रम प्रस्तुत गरेका थिए। संघीय संसद् सचिवालयका महासचिव पद्यप्रसाद पाण्डेका अनुसार प्रतिनिधिसभाको आजको बैठकमा प्रधानमन्त्री ओलीले नीति तथा कार्यक्रममाथि सांसदहरूले उठाएको जिज्ञासाको जवाफ दिने गरि सम्भावित कार्यसूची तय भएको छ। त्यस्तै, नीति तथा कार्यक्रममाथि प्राप्त संशोधनहरुलाई निर्णयार्थ प्रस्तुत गरिनेछ। नीति तथा कार्यक्रममाथि एकल र संयुक्त गरि कुल ३७ संशोधन प्रस्ताव दर्ता भएका छन्। प्रतिनिधिसभामा यही वैशाख २२ गतेदेखि नीति तथा कार्यक्रममाथि छलफल सुरु भएको हो। सम्भावित कार्यसूचीअनुसार उपप्रधानमन्त्री तथा अर्थमन्त्री विष्णुप्रसाद पौडेलले आर्थिक वर्ष २०८२/८३ को लागि विनियोजन विधेयकका सिद्धान्त र प्राथमिकता सम्बन्धमा (कर प्रस्तावबाहेक) माथि छलफल गरियोस् भनी प्रस्ताव प्रस्तुत गर्नेछन्। त्यसैगरी राष्ट्रियसभामा पनि सरकारको नीति तथा कार्यक्रममाथिको छलफलमा उठेका प्रश्नको प्रधानमन्त्री ओलीले जवाफ दिने सम्भावित कार्यसूची तय भएको छ। प्रधानमन्त्री ओलीले जवाफ दिएपछि नीति तथा कार्यक्रममाथि पेश भएका संशोधन प्रस्तावलाई निणयार्थ प्रस्तुत गरि आजै पारित गर्ने कार्यसूची तय भएको छ। राष्ट्रियसभामा पनि प्रतिनिधिसभामा जस्तै विनियोजन विधेयकका सिद्धान्त र प्राथमिकतामाथि छलफलको प्रस्ताव पेश गर्ने सम्भावित कार्यसूची निर्धारण गरिएको छ। राष्ट्रियसभाको बैठक आज दिउँसो १ः१५ बजे बस्दैछ। रासस","आज संघीय संसदका दुवै सदनको बैठक बस्दैछ, जसमा प्रधानमन्त्री ओलीले नीति तथा कार्यक्रममाथि उठेका प्रश्नहरूको जवाफ दिनेछन्। प्रतिनिधि सभामा नीति तथा कार्यक्रम पारित गर्ने र राष्ट्रिय सभामा संशोधन प्रस्ताव निर्णयार्थ प्रस्तुत गर्ने कार्यसूची छ। दुवै सदनमा विनियोजन विधेयकका सिद्धान्त र प्राथमिकतामाथि छलफल हुनेछ।"
"काठमाडौं। कालीमाटी तरकारी बजारमा आज गोलभेडाको थोक मूल्यमा वृद्धि भएको छ। लोकल सानो गोलभेडाको मूल्य बढेर आज ५७.५० रुपैयाँ छ। यस्तै, भारतीय सानो गोलभेडाको मूल्य ४२.६७ रुपैयाँ र तराईको सानो गोलभेडाको प्रतिकिलो ४२.६७ रुपैयाँ छ। तीतो करेला, लौका र स्थानीय बन्दा, लाम्चो र डल्लो हरियो फर्सीको थोक मूल्यमा पनि वृद्धि भएको छ। च्याउको मूल्य आज घटेको छ। हिजो १७० रुपैयाँमा बिक्री भएको कन्य च्याउको आज १५३.३३ रुपैयाँ छ। यस्तै, डल्ले च्याउको मूल्य ३५० रुपैयाँबाट घटेर ३२६.६७ रुपैयाँ पुगेको छ। कालो अंगुरको मूल्य प्रतिकिलो ८६.६७ रुपैयाँले बढेको छ। कालो अंगुर हिजो २४० रुपैयाँ थियो। आज कालो अंगुरको थोक मूल्य ३२६.६७ रुपैयाँ छ। कालीमाटीमा तरकारीको थोक मूल्य सूची।","कालीमाटी तरकारी बजारमा आज गोलभेडा, तीतो करेला, लौका, बन्दा र फर्सीको थोक मूल्य बढेको छ। च्याउको मूल्य घटेको छ भने कालो अंगुरको मूल्यमा पनि वृद्धि भएको छ।"
काठमाडौं । पछिल्लो साता अमेरिकी डलरको मूल्यमा घटबढ जारी रह्यो। आज १ अमेरिकी डलरको बिक्री दर १३६.९० र खरिद दर १३६.३० रुपैयाँ छ। आज युरोको बिक्री दर १५४.०७ रुपैयाँ छ भने पाउन्डको बिक्री दर १८१.७७ रुपैयाँ छ। स्वीस फ्रयांकको मूल्य १६४.८१ रुपैयाँ छ। जापानी येनको बिक्री दर आज ९.४३ रुपैयाँ छ भने चिनियाँ युआनको मूल्य आज १८.९१ रुपैयाँ छ। कुन विदेशी मुद्राको विनिमय दर कति ?,"विगत एक सातादेखि अस्थिर रहेको अमेरिकी डलरको मूल्य आज खरिद दर १३६.३० र बिक्री दर १३६.९० रुपैयाँ कायम भएको छ। अन्य विदेशी मुद्राहरूमा युरोको बिक्री दर १५४.०७ रुपैयाँ, पाउन्डको १८१.७७ रुपैयाँ तथा जापानी येनको ९.४३ रुपैयाँ रहेको छ।"
"भारत र पाकिस्तानले शनिबार युद्धविराम गर्ने सहमति गरेका छन्। अमेरिकाको मध्यस्थतामा भएको वार्तापछि दुई देशलेयुद्धविरामका लागि सहमति जनाएका हुन्। दुवै देश आणविक हतियारयुक्त छन्। पछिल्लो केही हप्तायता सीमा क्षेत्रमा मिसाइल आक्रमण, ड्रोन हमला र गोलीबारी भइरहेका थिए। यी घटनाहरू गत महिना भारतको पहलगाममा भएको हमलापछि सुरु भएका थिए। भारतले त्यस आक्रमणको दोष पाकिस्तानलाई दिएको थियो। तर पाकिस्तानले उक्त आरोपलाई अस्वीकार गरेको छ। अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्पले सबैभन्दा पहिले युद्धविरामको खबर सार्वजनिक गरेका थिए। उनले ट्रुथ सोसल प्लेटफर्ममा लेखेका छन्, ‘भारत र पाकिस्तानले तत्काल र पूर्ण युद्धविराममा सहमति जनाएका छन्। कमन सेन्स र असाधारण बुद्धिमत्ता प्रयोग गरेकोमा दुवै देशलाई बधाई। यो मामिलामा ध्यान दिएकोमा धन्यवाद।’ शनिबार बिहान पाकिस्तानका विदेशमन्त्री इशाक डारले भारतले आक्रमण रोकेको खण्डमा पाकिस्तानले तनाव घटाउने बारे सोच्ने बताएका थिए। तर भारतले कुनै थप हमला गरे पाकिस्तानले जवाफी कारबाही गर्ने उनले चेतावनी पनि दिएका थिए। डारले पाकिस्तानको जियो न्यूजसँग यो सन्देश आफूले अमेरिकी विदेशमन्त्री मार्को रुबियोलाई पनि दिएका बताएका थिए। रुबियोले डारलाई सम्पर्क गर्नु अगाडि नयाँ दिल्लीसँग कुरा गरेका थिए। डारले भने, ‘हामीले जवाफ दियौं किनकि हाम्रो धैर्यको सीमा नाघेको थियो। यदि उनीहरू यहाँ रोकिन्छन् भने हामी पनि रोक्नेबारे विचार गर्नेछौं।’ भारतले भने शनिबार बिहान पाकिस्तानले पञ्जाब राज्यमा सैन्य तथा नागरिक पूर्वाधारमाथि उच्च गतिको मिसाइल प्रहार गरेपछि पाकिस्तानका केही एयरबेसहरूमा आक्रमण गरिएको बताएको थियो। पाकिस्तानले तीमध्ये अधिकांश मिसाइललाई रोकिएको दाबी गरे पनि उसले भारतमा जवाफी हमला गरेको जनाएको छ। अमेरिकी विदेश मन्त्रालयकी प्रवक्ता ट्याम्मी ब्रुसले विदेशमन्त्री रुबियोले भारतका विदेशमन्त्री एस. जयशंकरसँग कुराकानी गरेका जानकारी दिइन्। दुवै पक्षलाई तनाव घटाउने उपायहरू खोज्न र गलत बुझाइ रोक्न सिधा सम्पर्क पुनःस्थापना गर्न रुबियोले आग्रह गरेको उनले बताइन्। अमेरिका आवश्यक परे वार्तालाई सहजीकरण गर्ने प्रस्तावमा तयार रहेको ब्रुसले बताएकी थिइन्। शनिबार भारतीय सेनाले नयाँ दिल्लीमा पत्रकार सम्मेलन गर्दै पाकिस्तानले भारत-नियन्त्रित कश्मीरका ३ एयरबेसहरूमा रहेका स्वास्थ्य संस्थाहरू र विद्यालयहरूमा आक्रमण गरेको बताएको थियो। सेनाकी कर्नेल सोफिया कुरैशीले भनिन्, ‘पाकिस्तानी कारबाहीको उचित जवाफ दिइएको छ।’ विङ कमाण्डर व्योमिका सिंहले भारतले तनाव नबढाउने प्रतिबद्धता जनाएको बताइन्। सिंहले थपिन्, ‘भारतीय सेनाहरू उच्च तयारी अवस्थामा छन्। भारतले केवल सैन्य लक्ष्यहरूलाई मात्र आक्रमण गरेको हो, जसमा प्रविधि पूर्वाधार र रडार स्थलहरू पनि छन्।’ पाकिस्तानी सेनाले भने उसले मध्य दूरीको ‘फतेह’ मिसाइल प्रयोग गरी भारतको मिसाइल भण्डारण स्थल र पथानकोट तथा उधमपुरका एयरबेसहरूमा आक्रमण गरेको बताएको छ। पाकिस्तानी सेनाका प्रवक्ता अहमद शरीफले भारतको आक्रमणपछि पनि पाकिस्तानको हवाई युद्ध क्षमतामा कुनै क्षति नपुगेको बताएका छन्।","अमेरिकाको मध्यस्थतामा भारत र पाकिस्तान युद्धविराम गर्न सहमत भएका छन्, तर दुवै पक्षले एकअर्कालाई सीमा क्षेत्रमा आक्रमण गरेको आरोप लगाएका छन्। भारतले पाकिस्तानले पहलगाममा हमला गरेको आरोप लगाएको छ भने पाकिस्तानले भारतले पञ्जाबमा मिसाइल प्रहार गरेको दाबी गरेको छ। अमेरिकी राष्ट्रपति ट्रम्पले युद्धविरामको स्वागत गरेका छन् भने अमेरिकाले दुवै देशलाई तनाव कम गर्न आग्रह गरेको छ।"
